date,SourceCommonName,DocumentIdentifier,V2Tone,V2Themes,AllNames,V2Organizations,V2Locations
20260522173000,clickondetroit.com,https://www.clickondetroit.com/business/2026/05/22/chinese-fast-fashion-juggernaut-shein-to-buy-eco-friendly-everlane-in-an-unlikely-fit/,"0,2.74636510500808,2.74636510500808,5.49273021001615,23.9095315024233,0.646203554119548,562","TAX_FNCACT_RETAILER,40;TAX_FNCACT_RETAILER,812;TAX_FNCACT_RETAILER,1721;SCIENCE,2420;SOC_INNOVATION,2420;NEGOTIATIONS,2243;SOC_POINTSOFINTEREST_HEADQUARTERS,1974;WB_1098_MONETARY_AND_FINANCIAL_STABILITY,2877;WB_471_ECONOMIC_GROWTH,2877;WB_1096_MACROECONOMIC_SUSTAINABILITY,2877;WB_1100_SUSTAINABLE_GROWTH,2877;TAX_FNCACT_WORKERS,956;TAX_FNCACT_WORKERS,1912;AGRICULTURE,615;TAX_FNCACT_FARMER,615;INFO_RUMOR,3739;TAX_FNCACT_DIRECTOR,2765;TAX_FNCACT_KING,174;UNSAFE_WORK_ENVIRONMENT,747;WB_2670_JOBS,747;WB_2769_JOBS_STRATEGIES,747;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,747;WB_2802_WORKING_CONDITIONS,747;ACT_MAKESTATEMENT,471;MEDIA_SOCIAL,3727;WB_652_ICT_APPLICATIONS,3727;WB_662_SOCIAL_MEDIA,3727;WB_658_ENTERPRISE_APPLICATIONS,3727;TAX_FNCACT_ANALYST,1195;WB_698_TRADE,3056;MEDIA_MSM,3845;TAX_ECON_PRICE,444;TAX_ECON_PRICE,3640;WB_678_DIGITAL_GOVERNMENT,977;WB_678_DIGITAL_GOVERNMENT,3727;WB_678_DIGITAL_GOVERNMENT,3845;WB_694_BROADCAST_AND_MEDIA,977;WB_694_BROADCAST_AND_MEDIA,3727;WB_694_BROADCAST_AND_MEDIA,3845;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,977;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3727;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3845;EPU_ECONOMY_HISTORIC,77;EPU_ECONOMY_HISTORIC,3010;ECON_DEBT,2704;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,2704;WB_450_DEBT,2704;TAX_FNCACT_ANALYSTS,3361;UNGP_FORESTS_RIVERS_OCEANS,133;TAX_FNCACT_MANAGING_DIRECTOR,2765;TAX_FNCACT_EMPLOYEES,248;TAX_FNCACT_CEO,257;TAX_FNCACT_CEO,2325;TAX_FNCACT_CEO,2577;","Associated Press,336;San Francisco,386;Michael Preysman,587;Jesse Farmer,604;Neil Saunders,2849","Boll Branch,1635;Birkenstock,1656","3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#395;1#Singapore#SN#SN##1.366667#103.8#SN#1987;1#China#CH#CH##35#105#CH#214;1#China#CH#CH##35#105#CH#1748;1#China#CH#CH##35#105#CH#1943"
20260522173000,canberratimes.com.au,https://www.canberratimes.com.au/story/9252141/fast-fashion-giant-shein-to-buy-eco-friendly-everlane/,"0.147275405007364,2.50368188512518,2.35640648011782,4.860088365243,23.5640648011782,0.736377025036819,613","UNGP_FORESTS_RIVERS_OCEANS,354;CRISISLEX_CRISISLEXREC,4193;CRISISLEX_CRISISLEXREC,4242;TAX_FNCACT_MANAGING_DIRECTOR,3173;TAX_FNCACT_EMPLOYEES,617;TAX_FNCACT_CEO,632;TAX_FNCACT_CEO,2729;TAX_FNCACT_CEO,2983;INFO_RUMOR,4007;WB_678_DIGITAL_GOVERNMENT,1356;WB_678_DIGITAL_GOVERNMENT,3994;WB_678_DIGITAL_GOVERNMENT,4113;WB_694_BROADCAST_AND_MEDIA,1356;WB_694_BROADCAST_AND_MEDIA,3994;WB_694_BROADCAST_AND_MEDIA,4113;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1356;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3994;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,4113;EPU_ECONOMY_HISTORIC,298;EPU_ECONOMY_HISTORIC,3418;ECON_DEBT,3112;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,3112;WB_450_DEBT,3112;TAX_FNCACT_ANALYSTS,3625;TAX_ECON_PRICE,800;TAX_ECON_PRICE,3907;MEDIA_MSM,4113;ACT_MAKESTATEMENT,842;MEDIA_SOCIAL,3994;WB_652_ICT_APPLICATIONS,3994;WB_662_SOCIAL_MEDIA,3994;WB_658_ENTERPRISE_APPLICATIONS,3994;TAX_FNCACT_ANALYST,1576;TAX_FNCACT_DIRECTOR,3173;TAX_FNCACT_KING,395;UNSAFE_WORK_ENVIRONMENT,1124;WB_2670_JOBS,1124;WB_2769_JOBS_STRATEGIES,1124;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,1124;WB_2802_WORKING_CONDITIONS,1124;WB_1098_MONETARY_AND_FINANCIAL_STABILITY,3285;WB_471_ECONOMIC_GROWTH,3285;WB_1096_MACROECONOMIC_SUSTAINABILITY,3285;WB_1100_SUSTAINABLE_GROWTH,3285;TAX_FNCACT_WORKERS,1335;TAX_FNCACT_WORKERS,2312;AGRICULTURE,990;TAX_FNCACT_FARMER,990;TAX_ETHNICITY_CHINESE,811;TAX_WORLDLANGUAGES_CHINESE,811;TAX_FNCACT_RETAILER,15;TAX_FNCACT_RETAILER,132;TAX_FNCACT_RETAILER,257;TAX_FNCACT_RETAILER,1191;TAX_FNCACT_RETAILER,2110;SCIENCE,2824;SOC_INNOVATION,2824;NEGOTIATIONS,2647;SOC_POINTSOFINTEREST_HEADQUARTERS,2376;TAX_ETHNICITY_AUSTRALIAN,4160;","Associated Press,704;San Francisco,754;Michael Preysman,970;Jesse Farmer,987;Neil Saunders,3249","Birkenstock,2045;Australian Associated,4171;Boll Branch,2024","1#Chinese#CH#CH##35#105#CH#811;3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#749;1#Singapore#SN#SN##1.366667#103.8#SN#2389;1#China#CH#CH##35#105#CH#2137;1#China#CH#CH##35#105#CH#2343;1#Australian#AS#AS##-25#135#AS#4160"
20260522173000,yasstribune.com.au,https://www.yasstribune.com.au/story/9252141/fast-fashion-giant-shein-to-buy-eco-friendly-everlane/,"0.316957210776545,2.69413629160063,2.37717908082409,5.07131537242472,23.9302694136292,0.63391442155309,569","UNSAFE_WORK_ENVIRONMENT,957;WB_2670_JOBS,957;WB_2769_JOBS_STRATEGIES,957;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,957;WB_2802_WORKING_CONDITIONS,957;TAX_FNCACT_DIRECTOR,3006;TAX_FNCACT_KING,395;MEDIA_SOCIAL,3827;WB_652_ICT_APPLICATIONS,3827;WB_662_SOCIAL_MEDIA,3827;WB_658_ENTERPRISE_APPLICATIONS,3827;ACT_MAKESTATEMENT,675;TAX_FNCACT_ANALYST,1409;SCIENCE,2657;SOC_INNOVATION,2657;TAX_FNCACT_RETAILER,15;TAX_FNCACT_RETAILER,132;TAX_FNCACT_RETAILER,257;TAX_FNCACT_RETAILER,1024;TAX_FNCACT_RETAILER,1943;SOC_POINTSOFINTEREST_HEADQUARTERS,2209;NEGOTIATIONS,2480;TAX_FNCACT_WORKERS,1168;TAX_FNCACT_WORKERS,2145;TAX_ETHNICITY_CHINESE,644;TAX_WORLDLANGUAGES_CHINESE,644;AGRICULTURE,823;TAX_FNCACT_FARMER,823;WB_1098_MONETARY_AND_FINANCIAL_STABILITY,3118;WB_471_ECONOMIC_GROWTH,3118;WB_1096_MACROECONOMIC_SUSTAINABILITY,3118;WB_1100_SUSTAINABLE_GROWTH,3118;EPU_ECONOMY_HISTORIC,298;EPU_ECONOMY_HISTORIC,3251;WB_678_DIGITAL_GOVERNMENT,1189;WB_678_DIGITAL_GOVERNMENT,3827;WB_678_DIGITAL_GOVERNMENT,3946;WB_694_BROADCAST_AND_MEDIA,1189;WB_694_BROADCAST_AND_MEDIA,3827;WB_694_BROADCAST_AND_MEDIA,3946;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1189;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3827;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3946;INFO_RUMOR,3840;TAX_FNCACT_ANALYSTS,3458;ECON_DEBT,2945;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,2945;WB_450_DEBT,2945;TAX_FNCACT_MANAGING_DIRECTOR,3006;UNGP_FORESTS_RIVERS_OCEANS,354;TAX_FNCACT_CEO,465;TAX_FNCACT_CEO,2562;TAX_FNCACT_CEO,2816;TAX_FNCACT_EMPLOYEES,450;MEDIA_MSM,3946;TAX_ECON_PRICE,633;TAX_ECON_PRICE,3740;","Associated Press,533;San Francisco,583;Michael Preysman,799;Jesse Farmer,816;Neil Saunders,3078","Birkenstock,1878;Boll Branch,1857","1#China#CH#CH##35#105#CH#1970;1#China#CH#CH##35#105#CH#2176;1#Chinese#CH#CH##35#105#CH#644;1#Singapore#SN#SN##1.366667#103.8#SN#2222;3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#582"
20260522173000,perthnow.com.au,https://www.perthnow.com.au/news/business/fast-fashion-giant-shein-to-buy-eco-friendly-everlane-c-22325371,"0,2.51256281407035,2.51256281407035,5.0251256281407,24.6231155778894,0.670016750418761,545","UNGP_FORESTS_RIVERS_OCEANS,120;TAX_FNCACT_MANAGING_DIRECTOR,2772;TAX_FNCACT_EMPLOYEES,216;TAX_FNCACT_CEO,231;TAX_FNCACT_CEO,2328;TAX_FNCACT_CEO,2582;INFO_RUMOR,3606;WB_678_DIGITAL_GOVERNMENT,955;WB_678_DIGITAL_GOVERNMENT,3593;WB_678_DIGITAL_GOVERNMENT,3712;WB_694_BROADCAST_AND_MEDIA,955;WB_694_BROADCAST_AND_MEDIA,3593;WB_694_BROADCAST_AND_MEDIA,3712;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,955;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3593;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3712;EPU_ECONOMY_HISTORIC,64;EPU_ECONOMY_HISTORIC,3017;ECON_DEBT,2711;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,2711;WB_450_DEBT,2711;TAX_FNCACT_ANALYSTS,3224;TAX_ECON_PRICE,399;TAX_ECON_PRICE,3506;MEDIA_MSM,3712;ACT_MAKESTATEMENT,441;MEDIA_SOCIAL,3593;WB_652_ICT_APPLICATIONS,3593;WB_662_SOCIAL_MEDIA,3593;WB_658_ENTERPRISE_APPLICATIONS,3593;TAX_FNCACT_ANALYST,1175;TAX_FNCACT_DIRECTOR,2772;TAX_FNCACT_KING,161;UNSAFE_WORK_ENVIRONMENT,723;WB_2670_JOBS,723;WB_2769_JOBS_STRATEGIES,723;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,723;WB_2802_WORKING_CONDITIONS,723;WB_1098_MONETARY_AND_FINANCIAL_STABILITY,2884;WB_471_ECONOMIC_GROWTH,2884;WB_1096_MACROECONOMIC_SUSTAINABILITY,2884;WB_1100_SUSTAINABLE_GROWTH,2884;AGRICULTURE,589;TAX_FNCACT_FARMER,589;TAX_FNCACT_WORKERS,934;TAX_FNCACT_WORKERS,1911;TAX_ETHNICITY_CHINESE,410;TAX_WORLDLANGUAGES_CHINESE,410;TAX_FNCACT_RETAILER,23;TAX_FNCACT_RETAILER,790;TAX_FNCACT_RETAILER,1709;SCIENCE,2423;SOC_INNOVATION,2423;NEGOTIATIONS,2246;SOC_POINTSOFINTEREST_HEADQUARTERS,1975;","Associated Press,309;San Francisco,358;Michael Preysman,574;Jesse Farmer,591;Neil Saunders,2848","Boll Branch,1623;Birkenstock,1644","1#China#CH#CH##35#105#CH#1736;1#China#CH#CH##35#105#CH#1942;3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#348;1#Singapore#SN#SN##1.366667#103.8#SN#1988;1#Chinese#CH#CH##35#105#CH#410"
20260522173000,bnnbloomberg.ca,https://www.bnnbloomberg.ca/business/2026/05/22/chinese-fast-fashion-juggernaut-shein-to-buy-eco-friendly-everlane-in-an-unlikely-fit/,"-0.162074554294976,2.59319286871961,2.75526742301459,5.3484602917342,23.9870340356564,0.648298217179903,560","MEDIA_MSM,3824;WB_698_TRADE,3035;TAX_ECON_PRICE,423;TAX_ECON_PRICE,3619;ECON_DEBT,2683;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,2683;WB_450_DEBT,2683;TAX_FNCACT_ANALYSTS,3340;EPU_ECONOMY_HISTORIC,77;EPU_ECONOMY_HISTORIC,2989;WB_678_DIGITAL_GOVERNMENT,956;WB_678_DIGITAL_GOVERNMENT,3706;WB_678_DIGITAL_GOVERNMENT,3824;WB_694_BROADCAST_AND_MEDIA,956;WB_694_BROADCAST_AND_MEDIA,3706;WB_694_BROADCAST_AND_MEDIA,3824;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,956;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3706;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3824;TAX_FNCACT_EMPLOYEES,248;TAX_FNCACT_CEO,257;TAX_FNCACT_CEO,2304;TAX_FNCACT_CEO,2556;TAX_FNCACT_MANAGING_DIRECTOR,2744;UNGP_FORESTS_RIVERS_OCEANS,133;SOC_POINTSOFINTEREST_HEADQUARTERS,1953;NEGOTIATIONS,2222;SCIENCE,2399;SOC_INNOVATION,2399;TAX_FNCACT_RETAILER,40;TAX_FNCACT_RETAILER,791;TAX_FNCACT_RETAILER,1700;TAX_FNCACT_WORKERS,935;TAX_FNCACT_WORKERS,1891;AGRICULTURE,594;TAX_FNCACT_FARMER,594;WB_1098_MONETARY_AND_FINANCIAL_STABILITY,2856;WB_471_ECONOMIC_GROWTH,2856;WB_1096_MACROECONOMIC_SUSTAINABILITY,2856;WB_1100_SUSTAINABLE_GROWTH,2856;UNSAFE_WORK_ENVIRONMENT,726;WB_2670_JOBS,726;WB_2769_JOBS_STRATEGIES,726;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,726;WB_2802_WORKING_CONDITIONS,726;INFO_RUMOR,3718;TAX_FNCACT_DIRECTOR,2744;TAX_FNCACT_KING,174;TAX_FNCACT_ANALYST,1174;ACT_MAKESTATEMENT,450;MEDIA_SOCIAL,3706;WB_652_ICT_APPLICATIONS,3706;WB_662_SOCIAL_MEDIA,3706;WB_658_ENTERPRISE_APPLICATIONS,3706;","Associated Press,336;San Francisco,386;Michael Preysman,587;Jesse Farmer,604;Neil Saunders,2849","Birkenstock,1635;Boll Branch,1614","3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#374;1#Singapore#SN#SN##1.366667#103.8#SN#1966;1#China#CH#CH##35#105#CH#214;1#China#CH#CH##35#105#CH#1727;1#China#CH#CH##35#105#CH#1922"
20260522173000,wdiy.org,https://www.wdiy.org/npr-news/2026-05-22/shein-buys-everlane-which-sold-millennials-the-dream-of-ethical-affordable-luxury,"0.557620817843866,3.3457249070632,2.78810408921933,6.13382899628253,21.1895910780669,0.185873605947955,475","TAX_ECON_PRICE,2497;LEADER,960;TAX_FNCACT_LAWMAKERS,960;USPEC_POLITICS_GENERAL1,960;EPU_POLICY_LAWMAKERS,960;TAX_FNCACT_CEO,297;TAX_FNCACT_CEO,1078;UNGP_FORESTS_RIVERS_OCEANS,511;UNGP_FORESTS_RIVERS_OCEANS,1747;UNGP_FORESTS_RIVERS_OCEANS,2222;UNGP_FORESTS_RIVERS_OCEANS,3059;ECON_DEBT,1910;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1910;WB_450_DEBT,1910;TRANSPARENCY,176;TRANSPARENCY,1762;EXTREMISM,163;WB_698_TRADE,856;EPU_CATS_REGULATION,3262;","California-based Everlane,616;Fast Company,1377;Meghan Markle,1501;Angelina Jolie,1520;Katie Thomas,2447;Kearney Consumer Institute,2493","Fast Company,1300;Kearney Consumer Institute,2350",1#China#CH#CH##35#105#CH#687
20260522173000,npr.org,https://www.npr.org/2026/05/22/nx-s1-5825872/shein-buys-everlane,"1.21527777777778,3.81944444444444,2.60416666666667,6.42361111111111,22.0486111111111,0.173611111111111,511","TAX_ECON_PRICE,2774;LEADER,1237;TAX_FNCACT_LAWMAKERS,1237;USPEC_POLITICS_GENERAL1,1237;EPU_POLICY_LAWMAKERS,1237;TAX_FNCACT_CEO,574;TAX_FNCACT_CEO,1355;UNGP_FORESTS_RIVERS_OCEANS,788;UNGP_FORESTS_RIVERS_OCEANS,2024;UNGP_FORESTS_RIVERS_OCEANS,2499;UNGP_FORESTS_RIVERS_OCEANS,3336;ECON_DEBT,2187;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,2187;WB_450_DEBT,2187;TRANSPARENCY,453;TRANSPARENCY,2039;EXTREMISM,440;WB_698_TRADE,1133;","Getty Images,238;California-based Everlane,890;Fast Company,1652;Meghan Markle,1776;Angelina Jolie,1795;Katie Thomas,2723;Kearney Consumer Institute,2769","Kearney Consumer Institute,2627;Fast Company,1577",1#China#CH#CH##35#105#CH#964
20260522173000,prairiepublic.org,https://news.prairiepublic.org/news-from-npr/2026-05-22/shein-buys-everlane-which-sold-millennials-the-dream-of-ethical-affordable-luxury,"0.557620817843866,3.3457249070632,2.78810408921933,6.13382899628253,21.1895910780669,0.185873605947955,475","TRANSPARENCY,176;TRANSPARENCY,1762;EXTREMISM,163;WB_698_TRADE,856;EPU_CATS_REGULATION,3262;TAX_ECON_PRICE,2497;LEADER,960;TAX_FNCACT_LAWMAKERS,960;USPEC_POLITICS_GENERAL1,960;EPU_POLICY_LAWMAKERS,960;TAX_FNCACT_CEO,297;TAX_FNCACT_CEO,1078;UNGP_FORESTS_RIVERS_OCEANS,511;UNGP_FORESTS_RIVERS_OCEANS,1747;UNGP_FORESTS_RIVERS_OCEANS,2222;UNGP_FORESTS_RIVERS_OCEANS,3059;ECON_DEBT,1910;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1910;WB_450_DEBT,1910;","California-based Everlane,616;Fast Company,1377;Meghan Markle,1501;Angelina Jolie,1520;Katie Thomas,2447;Kearney Consumer Institute,2493","Kearney Consumer Institute,2350;Fast Company,1300",1#China#CH#CH##35#105#CH#687
20260522173000,kuaf.com,https://www.kuaf.com/npr-news/2026-05-22/shein-buys-everlane-which-sold-millennials-the-dream-of-ethical-affordable-luxury,"0.557620817843866,3.3457249070632,2.78810408921933,6.13382899628253,21.1895910780669,0.185873605947955,475","EPU_CATS_REGULATION,3262;WB_698_TRADE,856;EXTREMISM,163;TRANSPARENCY,176;TRANSPARENCY,1762;ECON_DEBT,1910;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1910;WB_450_DEBT,1910;UNGP_FORESTS_RIVERS_OCEANS,511;UNGP_FORESTS_RIVERS_OCEANS,1747;UNGP_FORESTS_RIVERS_OCEANS,2222;UNGP_FORESTS_RIVERS_OCEANS,3059;TAX_FNCACT_CEO,297;TAX_FNCACT_CEO,1078;LEADER,960;TAX_FNCACT_LAWMAKERS,960;USPEC_POLITICS_GENERAL1,960;EPU_POLICY_LAWMAKERS,960;TAX_ECON_PRICE,2497;","California-based Everlane,616;Fast Company,1377;Meghan Markle,1501;Angelina Jolie,1520;Katie Thomas,2447;Kearney Consumer Institute,2493","Fast Company,1300;Kearney Consumer Institute,2350",1#China#CH#CH##35#105#CH#687
20260522173000,wvtf.org,https://www.wvtf.org/2026-05-22/shein-buys-everlane-which-sold-millennials-the-dream-of-ethical-affordable-luxury,"0.557620817843866,3.3457249070632,2.78810408921933,6.13382899628253,21.1895910780669,0.185873605947955,475","LEADER,960;TAX_FNCACT_LAWMAKERS,960;USPEC_POLITICS_GENERAL1,960;EPU_POLICY_LAWMAKERS,960;TAX_ECON_PRICE,2497;ECON_DEBT,1910;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1910;WB_450_DEBT,1910;TAX_FNCACT_CEO,297;TAX_FNCACT_CEO,1078;UNGP_FORESTS_RIVERS_OCEANS,511;UNGP_FORESTS_RIVERS_OCEANS,1747;UNGP_FORESTS_RIVERS_OCEANS,2222;UNGP_FORESTS_RIVERS_OCEANS,3059;EXTREMISM,163;TRANSPARENCY,176;TRANSPARENCY,1762;EPU_CATS_REGULATION,3262;WB_698_TRADE,856;","California-based Everlane,616;Fast Company,1377;Meghan Markle,1501;Angelina Jolie,1520;Katie Thomas,2447;Kearney Consumer Institute,2493","Fast Company,1300;Kearney Consumer Institute,2350",1#China#CH#CH##35#105#CH#687
20260522173000,wesa.fm,https://www.wesa.fm/national-international-news/2026-05-22/shein-buys-everlane-which-sold-millennials-the-dream-of-ethical-affordable-luxury,"0.557620817843866,3.3457249070632,2.78810408921933,6.13382899628253,21.1895910780669,0.185873605947955,475","WB_698_TRADE,856;EPU_CATS_REGULATION,3262;TRANSPARENCY,176;TRANSPARENCY,1762;EXTREMISM,163;TAX_FNCACT_CEO,297;TAX_FNCACT_CEO,1078;UNGP_FORESTS_RIVERS_OCEANS,511;UNGP_FORESTS_RIVERS_OCEANS,1747;UNGP_FORESTS_RIVERS_OCEANS,2222;UNGP_FORESTS_RIVERS_OCEANS,3059;ECON_DEBT,1910;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1910;WB_450_DEBT,1910;TAX_ECON_PRICE,2497;LEADER,960;TAX_FNCACT_LAWMAKERS,960;USPEC_POLITICS_GENERAL1,960;EPU_POLICY_LAWMAKERS,960;","California-based Everlane,616;Fast Company,1377;Meghan Markle,1501;Angelina Jolie,1520;Katie Thomas,2447;Kearney Consumer Institute,2493","Fast Company,1300;Kearney Consumer Institute,2350",1#China#CH#CH##35#105#CH#687
20260522173000,krwg.org,https://www.krwg.org/national-news/2026-05-22/shein-buys-everlane-which-sold-millennials-the-dream-of-ethical-affordable-luxury,"0.557620817843866,3.3457249070632,2.78810408921933,6.13382899628253,21.1895910780669,0.185873605947955,475","TRANSPARENCY,176;TRANSPARENCY,1762;EXTREMISM,163;WB_698_TRADE,856;EPU_CATS_REGULATION,3262;TAX_ECON_PRICE,2497;LEADER,960;TAX_FNCACT_LAWMAKERS,960;USPEC_POLITICS_GENERAL1,960;EPU_POLICY_LAWMAKERS,960;UNGP_FORESTS_RIVERS_OCEANS,511;UNGP_FORESTS_RIVERS_OCEANS,1747;UNGP_FORESTS_RIVERS_OCEANS,2222;UNGP_FORESTS_RIVERS_OCEANS,3059;TAX_FNCACT_CEO,297;TAX_FNCACT_CEO,1078;ECON_DEBT,1910;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1910;WB_450_DEBT,1910;","California-based Everlane,616;Fast Company,1377;Meghan Markle,1501;Angelina Jolie,1520;Katie Thomas,2447;Kearney Consumer Institute,2493","Fast Company,1300;Kearney Consumer Institute,2350",1#China#CH#CH##35#105#CH#687
20260522151500,winnipegfreepress.com,https://www.winnipegfreepress.com/arts-and-life/life/2026/05/22/chinese-fast-fashion-juggernaut-shein-to-buy-eco-friendly-everlane-in-an-unlikely-fit,"-0.458715596330276,2.29357798165138,2.75229357798165,5.04587155963303,25.6880733944954,0.688073394495413,388","WB_1098_MONETARY_AND_FINANCIAL_STABILITY,2117;WB_471_ECONOMIC_GROWTH,2117;WB_1096_MACROECONOMIC_SUSTAINABILITY,2117;WB_1100_SUSTAINABLE_GROWTH,2117;UNSAFE_WORK_ENVIRONMENT,765;WB_2670_JOBS,765;WB_2769_JOBS_STRATEGIES,765;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,765;WB_2802_WORKING_CONDITIONS,765;TAX_FNCACT_KING,177;UNGP_FORESTS_RIVERS_OCEANS,136;ECON_DEBT,1946;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1946;WB_450_DEBT,1946;EPU_ECONOMY_HISTORIC,80;EPU_ECONOMY_HISTORIC,2250;WB_698_TRADE,2296;TAX_FNCACT_RETAILER,43;TAX_FNCACT_RETAILER,830;TAX_FNCACT_MANAGING_DIRECTOR,2007;TAX_ETHNICITY_CHINESE,428;TAX_WORLDLANGUAGES_CHINESE,428;AGRICULTURE,633;TAX_FNCACT_FARMER,633;SCIENCE,1662;SOC_INNOVATION,1662;WB_678_DIGITAL_GOVERNMENT,995;WB_694_BROADCAST_AND_MEDIA,995;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,995;TAX_ECON_PRICE,373;TAX_ECON_PRICE,2747;TAX_FNCACT_WORKERS,974;NEGOTIATIONS,1485;TAX_FNCACT_CEO,249;TAX_FNCACT_CEO,1567;TAX_FNCACT_CEO,1819;TAX_FNCACT_DIRECTOR,2007;ACT_MAKESTATEMENT,400;TAX_FNCACT_EMPLOYEES,240;","Associated Press,333;Hotel De Ville,496;Aurelien Morissard,594;Michael Preysman,658;Jesse Farmer,675;Neil Saunders,2097","Birkenstock,1187;Boll Branch,1166","1#Chinese#CH#CH##35#105#CH#428;4#Paris, France (General), France#FR#FR00#16282#48.8667#2.33333#-1456928#526"
20260522161500,mymotherlode.com,https://mymotherlode.com/news/national/10855404/chinese-fast-fashion-juggernaut-shein-to-buy-eco-friendly-everlane-in-an-unlikely-fit.html,"-0.484261501210654,2.42130750605327,2.90556900726392,5.32687651331719,25.90799031477,0.726392251815981,371","TAX_FNCACT_RETAILER,43;TAX_FNCACT_RETAILER,660;ACT_MAKESTATEMENT,400;TAX_FNCACT_CEO,249;TAX_FNCACT_CEO,1397;TAX_FNCACT_CEO,1649;UNSAFE_WORK_ENVIRONMENT,595;WB_2670_JOBS,595;WB_2769_JOBS_STRATEGIES,595;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,595;WB_2802_WORKING_CONDITIONS,595;TAX_FNCACT_MANAGING_DIRECTOR,1837;TAX_FNCACT_DIRECTOR,1837;UNGP_FORESTS_RIVERS_OCEANS,136;WB_1098_MONETARY_AND_FINANCIAL_STABILITY,1947;WB_471_ECONOMIC_GROWTH,1947;WB_1096_MACROECONOMIC_SUSTAINABILITY,1947;WB_1100_SUSTAINABLE_GROWTH,1947;TAX_FNCACT_EMPLOYEES,240;EPU_ECONOMY_HISTORIC,80;EPU_ECONOMY_HISTORIC,2080;ECON_DEBT,1776;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1776;WB_450_DEBT,1776;TAX_FNCACT_WRITER,2618;TAX_FNCACT_KING,177;SCIENCE,1492;SOC_INNOVATION,1492;TAX_FNCACT_WORKERS,804;TAX_ECON_PRICE,373;TAX_ECON_PRICE,2577;NEGOTIATIONS,1315;AGRICULTURE,463;TAX_FNCACT_FARMER,463;WB_698_TRADE,2126;WB_678_DIGITAL_GOVERNMENT,825;WB_694_BROADCAST_AND_MEDIA,825;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,825;","Associated Press,334;Michael Preysman,469;Jesse Farmer,486;Neil Saunders,1908","Birkenstock,1017;Boll Branch,996",
